Country/area,Technology,Data Type,Grid connection,2019,2020,2021,2022,2023,2024
Antigua and Barbuda,Total renewable,Electricity Installed Capacity (MW),On-grid,8.3,12.45,14.45,14.45,15.17,15.17
Argentina,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Argentina,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Argentina,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Nuclear,Electricity Generation (GWh),On-grid,7927.08,10010.88,10169.69,8036.45,9643.77,
Argentina,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Nuclear,Electricity Installed Capacity (MW),On-grid,1755,1755,1755,1755,1755,1755
Argentina,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Argentina,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Argentina,Onshore wind energy,Electricity Generation (GWh),Off-grid,2.38,2.38,2.38,2.38,2.38,
Argentina,Onshore wind energy,Electricity Generation (GWh),On-grid,4996.87,9412.33,12939.88,14167,15980.67,
Argentina,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,0.91,0.91,0.91,0.91,0.91,0.91
Argentina,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,1608.55,2623.1,3291.32,3309.32,3705.42,4319.42
Argentina,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Argentina,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Argentina,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Pumped storage,Electricity Generation (GWh),On-grid,409.29,588,536,810,810,
Argentina,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Pumped storage,Electricity Installed Capacity (MW),On-grid,974,974,974,974,974,974
Argentina,Renewable hydropower,Electricity Generation (GWh),Off-grid,5.39,5.39,5.39,5.39,5.39,
Argentina,Renewable hydropower,Electricity Generation (GWh),On-grid,27509.53,23673.68,19652.08,28669.68,39586.15,
Argentina,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,4.1,4.1,4.1,4.1,4.1,4.1
Argentina,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,10338.02,10371.66,10373.17,10386.39,10386.39,9191.39
Argentina,Solar photovoltaic,Electricity Generation (GWh),Off-grid,8.45,8.66,9.88,12.01,12.59,
Argentina,Solar photovoltaic,Electricity Generation (GWh),On-grid,799.7,1344.36,2202.62,2940.29,3279.94,
Argentina,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,5.94,5.77,7.58,8.65,8.37,8.37
Argentina,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,439.91,762.11,1069.34,1104.02,1396.93,1732.23
Argentina,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Argentina,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Argentina,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Argentina,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Argentina,Total renewable,Electricity Generation (GWh),Off-grid,192.02,192.23,193.44,195.57,196.16,
Argentina,Total renewable,Electricity Generation (GWh),On-grid,34955.99,36743.69,37049.99,48038.14,61152.35,
Argentina,Total renewable,Electricity Installed Capacity (MW),Off-grid,101.39,101.22,103.03,104.09,103.82,103.82
Argentina,Total renewable,Electricity Installed Capacity (MW),On-grid,12561.5,13999.38,15007.44,15076.97,15774.51,15533.01
Armenia,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Armenia,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Armenia,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Nuclear,Electricity Generation (GWh),On-grid,2197.8,2756.3,1998.4,1939.9,2709.2,
Armenia,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Nuclear,Electricity Installed Capacity (MW),On-grid,407.5,407.5,448.2,448.2,448.2,448
Armenia,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Armenia,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Armenia,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Onshore wind energy,Electricity Generation (GWh),On-grid,3.3,1.9,1.5,1.8,2.3,
Armenia,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2.93,2.93,2.93,2.93,2.9,2.9
Armenia,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Armenia,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Armenia,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Armenia,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Armenia,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Renewable hydropower,Electricity Generation (GWh),On-grid,2370.9,1778.4,2201.7,2846.2,1645.8,
Armenia,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,1340,1350,1345.2,1345.2,1357.8,1351
Armenia,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Solar photovoltaic,Electricity Generation (GWh),On-grid,23.6,56.5,163.5,523.5,733.4,
Armenia,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,21.1,50.5,146.1,235.2,401.7,485.4
Armenia,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Armenia,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Armenia,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Armenia,Total renewable,Electricity Generation (GWh),On-grid,2397.8,1836.8,2366.7,3371.5,2381.5,
Armenia,Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,,
Armenia,Total renewable,Electricity Installed Capacity (MW),On-grid,1364.03,1403.43,1494.23,1583.32,1762.4,1839.3
Aruba,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Onshore wind energy,Electricity Generation (GWh),On-grid,130.99,130.99,130.99,130.99,130.99,
Aruba,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,30,30,30,30,30,30
Aruba,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Solar photovoltaic,Electricity Generation (GWh),On-grid,26,26,26,26,26,
Aruba,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,0.01,0.01,0.01,,,
Aruba,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,14.8,14.8,14.8,14.8,14.8,14.8
Aruba,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Aruba,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Aruba,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Aruba,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Aruba,Total renewable,Electricity Generation (GWh),On-grid,156.98,156.98,156.98,156.98,156.98,
Aruba,Total renewable,Electricity Installed Capacity (MW),Off-grid,0.01,0.01,0.01,,,
Aruba,Total renewable,Electricity Installed Capacity (MW),On-grid,44.8,44.8,44.8,44.8,44.8,45.8
Australia,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Australia,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,1800,1800,1800,1800,1800,1800
Australia,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Australia,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Australia,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Australia,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Australia,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Onshore wind energy,Electricity Generation (GWh),On-grid,17711.95,20395.88,24535.37,29107.79,31384.87,
Australia,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,7881,10207,10555,11966,12908,15288
Australia,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Australia,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,19
Australia,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Pumped storage,Electricity Generation (GWh),On-grid,365,385.63,439.15,713.92,895.91,
Australia,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Pumped storage,Electricity Installed Capacity (MW),On-grid,810,810,810,810,810,810
Australia,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Renewable hydropower,Electricity Generation (GWh),On-grid,15602.28,14764.01,14760.54,16296.97,15770.14,
Australia,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,5913,5913,5913,5913,5913,6264.58
Australia,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Solar photovoltaic,Electricity Generation (GWh),On-grid,14843.06,21027.69,27711.83,34681.52,41964.6,
Australia,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,15449.69,19769.63,24393.62,28884.09,30671.94,35861.94
Australia,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Solar thermal energy,Electricity Generation (GWh),On-grid,5.54,5.51,5.17,5.18,3.9,
Australia,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,3,3,3,3,3,3
Australia,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Australia,Total renewable,Electricity Generation (GWh),On-grid,51658.71,59544.72,70359.09,83281.72,92216.31,
Australia,Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,,
Australia,Total renewable,Electricity Installed Capacity (MW),On-grid,31910.79,38563.73,43535.72,49437.19,52167.04,60172.62
Austria,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Austria,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,5673.28,5731.3,5761.28,5796.28,5561.48,5601.48
Austria,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Austria,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Austria,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Austria,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Austria,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Onshore wind energy,Electricity Generation (GWh),On-grid,7450.08,6791.53,6740.04,7241.65,8036.71,
Austria,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,3224.12,3225.98,3422.34,3633.1,3896.29,4035
Austria,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Other non-renewable energy,Electricity Generation (GWh),On-grid,800.88,751.9,730.08,770.82,741.54,
Austria,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,707.86,714.26,629.86,634.74,634.74,610.74
Austria,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Pumped storage,Electricity Generation (GWh),On-grid,3378.05,3345.95,3788.46,4515.76,3850.47,
Austria,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Austria,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Renewable hydropower,Electricity Generation (GWh),On-grid,40825.97,41998.03,38889.71,34625.11,40672.64,
Austria,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,8923.83,8903.21,8986.65,9127.85,9391.63,9469.63
Austria,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Solar photovoltaic,Electricity Generation (GWh),On-grid,1702.09,2042.93,2773.91,3782.51,6394.81,
Austria,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,7.7,8.2,8.7,8.7,8.7,8.7
Austria,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,1695.09,2028.93,2762.61,3748.71,6322.3,8472.3
Austria,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Austria,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Austria,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Austria,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Austria,Total renewable,Electricity Generation (GWh),On-grid,54633.64,55423.58,52883.35,50405.98,59662.36,
Austria,Total renewable,Electricity Installed Capacity (MW),Off-grid,7.7,8.2,8.7,8.7,8.7,8.7
Austria,Total renewable,Electricity Installed Capacity (MW),On-grid,20766.54,21141.59,22104.21,23501.29,26400.26,28854.97
Azerbaijan,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Azerbaijan,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Azerbaijan,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Azerbaijan,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Azerbaijan,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Azerbaijan,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Azerbaijan,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Onshore wind energy,Electricity Generation (GWh),On-grid,105.4,96.1,91.4,83.3,55.4,
Azerbaijan,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,66,66,66,64,66.5,66.62
Azerbaijan,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Azerbaijan,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Azerbaijan,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Azerbaijan,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Azerbaijan,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Azerbaijan,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Azerbaijan,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
